date,transaction_id,store_id,product_category,units_sold,unit_price,cost_per_unit
2023-05-12 08:00:00,54,1011,Furniture,18,579.97,1391.19
2023-03-08 01:00:00,55,1032,Furniture,10,973.01,767.85
2023-06-14 07:00:00,56,1006,Furniture,5,85.64,841.11
2023-11-11 19:00:00,57,1035,Furniture,11,150.64,801.7
2023-05-09 01:00:00,58,1033,Furniture,1,81.15,494.8
2023-02-12 13:00:00,59,1018,Sports,3,1257.31,369.92
2023-06-10 03:00:00,60,1037,Groceries,17,1142.18,138.54
2023-11-29 21:00:00,61,1013,Clothing,15,504.66,1085.72
2024-02-08 20:00:00,62,1010,Furniture,14,1310.95,455.23
2023-10-14 09:00:00,63,1037,Sports,15,1774.2,602.12
2023-08-25 11:00:00,64,1026,Sports,16,590.78,1382.29
2023-01-07 17:00:00,65,1046,Sports,4,1672.39,862.68
2023-06-29 01:00:00,66,1017,Groceries,19,1341.89,172.7
2023-02-11 11:00:00,67,1001,Furniture,8,115.95,1205.43
2023-11-14 21:00:00,68,1025,Sports,6,781.54,406.51
2024-01-30 11:00:00,69,1034,Sports,16,1040.13,842.48
2023-02-12 08:00:00,70,1039,Furniture,3,1476.81,779.67
2023-11-24 21:00:00,71,1010,Groceries,8,609.9,379.98
2023-09-26 07:00:00,72,1020,Sports,5,1966.32,200.18
2023-11-25 20:00:00,73,1007,Clothing,5,1384.85,340.55
2023-10-13 23:00:00,74,1016,Electronics,12,776.99,173.09
2023-11-26 20:00:00,75,1037,Electronics,1,239.2,435.17
2023-12-22 09:00:00,76,1029,Electronics,7,403.67,1496.03
2023-02-06 14:00:00,77,1012,Groceries,11,1000.84,621.08
2024-01-22 04:00:00,78,1017,Sports,10,1014.66,1299.92
2023-07-23 15:00:00,79,1048,Electronics,3,1547.05,837.29
2023-07-22 11:00:00,80,1020,Electronics,8,1466.04,1009.88
2023-09-21 19:00:00,81,1026,Furniture,1,442.48,259.83
2023-12-24 03:00:00,82,1048,Sports,8,1210.17,433.96
2023-12-28 20:00:00,83,1019,Sports,11,90.21,780.35
2023-10-28 08:00:00,84,1047,Furniture,7,827.17,1325.28
2023-08-08 20:00:00,85,1012,Sports,16,1540.01,93.05
2023-03-27 22:00:00,86,1021,Clothing,7,829.04,775.17
2023-01-03 16:00:00,87,1042,Groceries,13,1679.41,104.99
2023-11-30 14:00:00,88,1034,Furniture,10,1953.5,701.53
2023-04-18 00:00:00,89,1007,Electronics,17,1234.06,954.44
2023-08-16 15:00:00,90,1045,Sports,3,332.76,1124.74
2023-03-26 11:00:00,91,1035,Clothing,7,790.37,233.64
2023-04-23 07:00:00,92,1015,Clothing,11,68.49,274.87
2024-02-08 15:00:00,93,1001,Groceries,13,1225.32,721.0
2023-08-08 02:00:00,94,1026,Clothing,5,1652.06,1497.11
2023-08-23 02:00:00,95,1035,Sports,19,1278.38,553.39
2023-10-08 16:00:00,96,1025,Sports,15,1582.87,658.47
2023-01-17 07:00:00,97,1042,Clothing,1,1609.81,665.7
2023-09-03 12:00:00,98,1015,Sports,5,1709.47,148.63
2023-05-29 09:00:00,99,1022,Sports,13,569.99,1168.03
2023-09-15 16:00:00,100,1006,Electronics,10,1748.97,402.06
2023-05-10 03:00:00,101,1015,Furniture,5,1325.48,1064.39
2023-09-19 14:00:00,102,1024,Sports,1,614.96,728.38
2023-12-16 16:00:00,103,1021,Sports,10,1975.22,929.32
2023-05-10 08:00:00,104,1007,Groceries,18,1902.86,109.34
2023-10-28 15:00:00,105,1029,Furniture,8,1170.16,1338.25
2023-04-13 06:00:00,106,1032,Furniture,3,1694.26,388.47
2024-01-10 20:00:00,107,1032,Furniture,19,559.91,1015.04
2023-04-24 19:00:00,108,1005,Clothing,19,861.27,1203.09
2023-12-06 18:00:00,109,1004,Electronics,2,408.74,823.86
2024-02-11 18:00:00,110,1022,Electronics,17,1064.2,525.88
2023-07-30 16:00:00,111,1018,Groceries,16,1017.2,1467.52
2023-12-04 22:00:00,112,1035,Furniture,10,464.99,439.31
2023-06-10 00:00:00,113,1017,Furniture,16,1361.96,1424.53
2023-02-12 20:00:00,114,1050,Sports,5,279.69,259.65
2023-11-04 17:00:00,115,1050,Clothing,3,170.3,602.16
2023-01-21 22:00:00,116,1024,Clothing,3,800.56,233.59
2023-10-15 22:00:00,117,1002,Groceries,2,849.16,33.29
2024-01-13 14:00:00,118,1013,Electronics,4,673.49,412.58
2023-10-17 02:00:00,119,1015,Furniture,18,553.0,158.2
2023-07-07 00:00:00,120,1005,Groceries,2,710.61,1479.93
2023-01-09 14:00:00,121,1003,Clothing,6,368.58,1149.63
2023-08-02 22:00:00,122,1037,Clothing,3,836.73,35.45
2023-09-07 01:00:00,123,1037,Clothing,3,1813.98,358.76
2023-11-18 17:00:00,124,1037,Furniture,2,487.63,1015.08
2023-10-21 03:00:00,125,1003,Furniture,3,1384.68,615.87
2023-03-03 20:00:00,126,1035,Furniture,17,326.48,1252.81
2023-11-24 10:00:00,127,1023,Sports,14,740.12,772.15
2023-02-05 23:00:00,128,1028,Electronics,7,676.29,990.87
2023-04-27 06:00:00,129,1030,Clothing,6,1877.21,907.64
2023-11-05 16:00:00,130,1018,Clothing,8,884.57,968.11
2023-12-31 19:00:00,131,1036,Sports,19,1396.41,368.25
2023-08-02 04:00:00,132,1033,Clothing,19,1224.8,578.74
2023-09-08 19:00:00,133,1026,Clothing,12,325.01,104.43
2023-03-15 05:00:00,134,1048,Furniture,5,1882.1,893.83
2023-11-12 14:00:00,135,1040,Furniture,5,724.45,705.11
2023-09-23 14:00:00,136,1017,Electronics,14,137.28,1148.25
2023-10-15 04:00:00,137,1040,Clothing,17,635.87,333.38
2023-03-11 22:00:00,138,1007,Groceries,16,704.49,672.11
2023-05-16 02:00:00,139,1008,Clothing,4,230.85,295.7
2023-07-13 04:00:00,140,1031,Clothing,8,1258.96,932.55
2023-02-14 03:00:00,141,1012,Electronics,3,726.19,1276.6
2023-10-05 20:00:00,142,1048,Groceries,5,1276.81,1155.2
2024-02-18 02:00:00,143,1031,Clothing,7,63.14,1417.97
2023-05-12 13:00:00,144,1044,Groceries,18,1964.99,1458.44
2023-09-04 11:00:00,145,1019,Furniture,8,382.51,1164.89
2024-02-12 21:00:00,146,1010,Furniture,11,1335.7,451.6
2023-04-23 05:00:00,147,1039,Groceries,14,1445.78,352.31
2023-06-01 03:00:00,148,1012,Clothing,18,384.64,687.9
2024-02-03 03:00:00,149,1020,Groceries,13,267.84,1491.01
2023-08-16 02:00:00,150,1037,Groceries,6,347.53,636.62
2023-03-11 07:00:00,151,1048,Furniture,13,531.3,322.63
2024-02-10 01:00:00,152,1041,Groceries,1,378.05,1418.18
2023-08-22 00:00:00,153,1007,Sports,11,1364.3,597.3
2023-11-05 00:00:00,154,1014,Sports,7,870.62,1045.62
2023-02-24 10:00:00,155,1011,Furniture,10,1098.69,1188.58
2023-10-10 08:00:00,156,1007,Clothing,2,142.31,1269.44
2023-09-02 08:00:00,157,1029,Clothing,16,1729.44,1237.28
2024-01-30 18:00:00,158,1010,Furniture,5,382.61,1259.28
2023-11-10 14:00:00,159,1029,Clothing,16,752.3,1011.45
2024-01-06 21:00:00,160,1009,Electronics,16,190.21,623.63
2023-08-21 07:00:00,161,1036,Sports,15,316.75,1010.91
2023-08-19 10:00:00,162,1048,Electronics,9,1348.31,1260.0
2023-07-03 21:00:00,163,1010,Electronics,1,1400.54,545.44
2023-06-06 04:00:00,164,1019,Electronics,9,1370.08,465.87
2023-01-28 15:00:00,165,1031,Furniture,11,1126.67,535.25
2023-03-25 06:00:00,166,1017,Electronics,5,1907.42,840.39
2023-11-30 02:00:00,167,1009,Groceries,6,1039.0,107.09
2023-03-04 07:00:00,168,1045,Clothing,8,926.35,1175.09
2023-05-18 16:00:00,169,1033,Furniture,15,532.71,234.11
2023-06-06 19:00:00,170,1034,Groceries,16,242.76,225.27
2023-08-07 00:00:00,171,1045,Groceries,18,1118.9,320.56
2023-03-19 05:00:00,172,1024,Sports,12,664.04,878.08
2023-10-02 09:00:00,173,1009,Sports,4,1071.85,449.79
2023-02-23 19:00:00,174,1007,Groceries,16,451.93,571.09
2023-05-30 05:00:00,175,1016,Sports,11,1684.44,1399.52
2023-11-11 18:00:00,176,1019,Clothing,7,1999.41,1275.39
2023-10-31 08:00:00,177,1039,Clothing,15,678.69,1282.72
2023-03-10 04:00:00,178,1006,Sports,17,1692.54,879.13
2023-06-04 00:00:00,179,1050,Electronics,15,1752.32,1303.71
2023-01-30 02:00:00,180,1011,Groceries,10,1992.34,1174.49
2023-07-17 09:00:00,181,1012,Clothing,4,718.3,1431.26
2023-02-05 14:00:00,182,1042,Sports,17,1524.28,124.62
2023-12-07 04:00:00,183,1013,Sports,4,496.18,72.23
2023-09-01 23:00:00,184,1012,Clothing,11,1268.35,287.29
2023-11-05 00:00:00,185,1021,Clothing,4,1424.44,1395.75
2023-09-30 00:00:00,186,1010,Electronics,12,1495.19,920.18
2023-08-07 17:00:00,187,1020,Sports,10,453.99,656.39
2023-08-04 12:00:00,188,1050,Sports,14,1705.01,783.69
2023-03-13 03:00:00,189,1036,Furniture,18,870.9,1249.52
2023-08-30 07:00:00,190,1028,Electronics,6,471.92,1395.79
2024-02-18 13:00:00,191,1024,Clothing,5,1107.94,1102.66
2023-08-19 15:00:00,192,1005,Clothing,2,1733.55,1146.98
2023-07-25 11:00:00,193,1037,Groceries,13,1935.82,500.96
2023-05-27 06:00:00,194,1012,Clothing,14,1509.01,716.54
2023-01-09 10:00:00,195,1035,Sports,3,60.96,1331.26
2023-06-25 18:00:00,196,1040,Clothing,11,312.67,1185.32
2024-01-09 06:00:00,197,1002,Sports,4,198.73,1035.88
2023-07-02 21:00:00,198,1050,Sports,13,247.37,125.91
2023-04-07 23:00:00,199,1041,Electronics,8,796.92,88.08
2023-11-30 12:00:00,200,1045,Clothing,8,710.06,221.7
2023-05-03 03:00:00,201,1039,Electronics,13,271.69,884.64
2023-11-21 01:00:00,202,1042,Sports,10,1770.36,818.49
2023-01-09 05:00:00,203,1009,Clothing,13,1250.08,1415.76
2023-10-24 21:00:00,204,1022,Clothing,13,1603.1,1051.3
2023-03-22 10:00:00,205,1047,Electronics,17,774.52,462.14
2023-09-19 23:00:00,206,1005,Electronics,6,849.96,267.4
2024-01-02 16:00:00,207,1012,Sports,2,669.36,1278.81
2024-01-25 03:00:00,208,1001,Sports,17,904.93,705.65
2023-06-28 10:00:00,209,1044,Clothing,12,1240.24,990.6
2023-04-15 15:00:00,210,1022,Clothing,6,1011.32,860.76
2024-02-21 02:00:00,211,1038,Furniture,5,1683.94,187.96
2023-01-28 11:00:00,212,1019,Furniture,5,1805.27,113.88
2023-04-28 03:00:00,213,1016,Groceries,9,965.88,584.22
2023-10-23 18:00:00,214,1031,Sports,3,517.51,561.48
2023-09-30 18:00:00,215,1003,Groceries,5,1893.13,1020.48
2024-02-03 09:00:00,216,1023,Groceries,7,1483.33,959.33
2023-03-24 18:00:00,217,1042,Electronics,12,1298.25,1454.34
2023-12-14 10:00:00,218,1018,Electronics,7,1503.56,1291.41
2023-05-02 07:00:00,219,1026,Furniture,10,198.16,759.98
2023-03-14 06:00:00,220,1013,Groceries,8,181.87,765.04
2023-03-18 19:00:00,221,1018,Furniture,17,348.59,1020.97
2023-12-28 16:00:00,222,1003,Sports,5,337.53,197.71
2023-05-05 00:00:00,223,1023,Clothing,15,870.31,1499.84
2023-03-23 15:00:00,224,1003,Electronics,9,356.94,792.65
2023-08-28 23:00:00,225,1025,Sports,11,1716.33,1367.56
2023-10-06 22:00:00,226,1027,Sports,13,1177.29,1452.01
2023-04-10 09:00:00,227,1044,Electronics,18,768.11,885.01
2023-07-17 08:00:00,228,1027,Electronics,17,185.76,181.92
2023-03-17 02:00:00,229,1039,Groceries,9,1202.5,872.82
2023-12-06 19:00:00,230,1025,Furniture,10,277.24,908.53
2023-12-05 08:00:00,231,1024,Sports,5,1499.28,1190.11
2023-10-03 16:00:00,232,1008,Groceries,11,1615.38,100.9
2023-08-19 14:00:00,233,1009,Groceries,15,1110.75,715.48
2023-06-19 05:00:00,234,1046,Sports,2,341.73,1386.47
2023-01-11 22:00:00,235,1037,Sports,14,1584.38,1487.21
2023-09-19 23:00:00,236,1030,Clothing,5,650.26,311.33
2024-01-03 07:00:00,237,1019,Furniture,6,484.17,1309.78
2024-01-19 16:00:00,238,1016,Sports,15,967.59,244.99
2023-03-27 09:00:00,239,1024,Electronics,4,1849.16,1266.53
2023-08-14 23:00:00,240,1044,Clothing,10,629.88,437.6
2023-07-09 12:00:00,241,1021,Furniture,19,1815.88,1440.65
2023-05-10 12:00:00,242,1036,Electronics,9,154.62,1052.38
2023-10-26 06:00:00,243,1040,Electronics,10,212.87,616.69
2023-11-05 08:00:00,244,1039,Furniture,4,1412.19,443.03
2023-05-13 02:00:00,245,1047,Clothing,4,421.66,375.8
2024-02-16 10:00:00,246,1006,Electronics,6,667.41,1030.76
2023-04-04 23:00:00,247,1005,Groceries,8,315.93,1346.81
2023-02-18 02:00:00,248,1014,Furniture,16,697.88,1139.76
2023-07-07 11:00:00,249,1045,Furniture,8,596.9,1257.14
2023-09-20 07:00:00,250,1042,Sports,16,1485.86,1178.63
2023-09-16 05:00:00,251,1050,Clothing,6,1418.95,1469.35
2024-02-17 00:00:00,252,1004,Groceries,17,1912.11,1143.97
2023-03-10 16:00:00,253,1008,Groceries,1,1462.62,339.04
2023-08-19 19:00:00,254,1024,Sports,19,1404.89,1193.65
2024-02-06 13:00:00,255,1011,Electronics,18,1403.7,503.44
2023-06-24 23:00:00,256,1017,Electronics,17,1771.79,1493.83
2023-12-18 21:00:00,257,1050,Groceries,17,627.66,583.71
2023-04-17 13:00:00,258,1021,Clothing,12,635.18,460.41
2023-08-22 00:00:00,259,1026,Electronics,12,1495.37,381.65
2023-01-05 02:00:00,260,1043,Furniture,6,495.98,998.02
2023-04-02 16:00:00,261,1048,Sports,7,1828.44,190.55
2023-05-04 09:00:00,262,1044,Clothing,8,1092.82,1431.73
2023-07-27 05:00:00,263,1045,Electronics,3,635.24,462.64
2023-07-04 17:00:00,264,1027,Groceries,17,1563.39,464.24
2023-04-30 13:00:00,265,1016,Sports,8,659.03,97.72
2023-02-09 20:00:00,266,1026,Electronics,11,1928.39,391.65
2023-12-15 00:00:00,267,1033,Groceries,18,1966.83,645.9
2023-08-26 11:00:00,268,1031,Electronics,16,1350.25,573.32
2023-10-17 08:00:00,269,1048,Sports,13,271.59,431.34
2023-07-07 05:00:00,270,1047,Furniture,9,563.26,89.89
2024-01-31 12:00:00,271,1006,Furniture,19,1055.06,471.85
2023-07-24 15:00:00,272,1044,Groceries,7,1710.32,1174.15
2023-06-16 03:00:00,273,1008,Furniture,17,410.53,675.02
2024-02-09 23:00:00,274,1007,Sports,8,253.59,457.44
2023-09-08 15:00:00,275,1034,Groceries,8,195.23,478.04
2023-02-20 18:00:00,276,1044,Electronics,3,1038.59,845.02
2023-07-07 08:00:00,277,1014,Clothing,16,1775.17,474.37
2023-07-17 07:00:00,278,1016,Electronics,12,132.6,957.27
2023-07-09 19:00:00,279,1043,Sports,15,464.03,1484.5
2024-01-17 02:00:00,280,1009,Groceries,4,1401.85,90.53
2023-12-02 10:00:00,281,1010,Electronics,7,1660.43,278.04
2023-05-24 14:00:00,282,1017,Groceries,11,1624.43,293.29
2023-02-13 13:00:00,283,1012,Furniture,5,1580.88,687.19
2023-10-15 05:00:00,284,1006,Clothing,13,303.11,90.89
2023-03-12 13:00:00,285,1019,Sports,11,824.61,731.96
2023-05-24 04:00:00,286,1043,Electronics,5,1970.25,1395.52
2023-12-31 18:00:00,287,1041,Clothing,8,1978.33,47.0
2023-09-03 15:00:00,288,1029,Sports,17,1224.73,566.46
2023-05-20 18:00:00,289,1006,Sports,11,1433.07,1148.51
2023-01-10 09:00:00,290,1025,Furniture,19,1905.0,257.11
2023-07-23 21:00:00,291,1024,Groceries,18,927.36,144.01
2023-10-20 14:00:00,292,1025,Groceries,10,316.89,957.24
2024-01-17 07:00:00,293,1016,Clothing,5,1354.45,44.63
2023-08-22 08:00:00,294,1016,Furniture,1,1922.2,1208.6
2023-11-30 04:00:00,295,1006,Sports,17,1409.55,128.27
2024-01-11 07:00:00,296,1037,Furniture,17,1616.48,800.8
2023-11-17 03:00:00,297,1021,Furniture,1,874.36,1117.99
2023-07-13 10:00:00,298,1004,Clothing,1,238.1,385.76
2023-11-16 23:00:00,299,1034,Groceries,9,379.32,182.2
2023-12-09 00:00:00,300,1028,Furniture,4,1966.18,288.17
2023-11-02 19:00:00,301,1038,Furniture,9,1011.71,1286.38
2024-01-29 03:00:00,302,1041,Furniture,14,73.44,1067.5
2023-04-02 21:00:00,303,1028,Electronics,15,1912.97,321.2
2023-02-14 13:00:00,304,1017,Furniture,16,1020.67,1082.7
2023-05-24 12:00:00,305,1014,Furniture,16,1680.72,1071.67
2023-02-14 04:00:00,306,1007,Sports,13,1119.49,1496.66
2023-04-07 23:00:00,307,1022,Electronics,14,248.32,605.59
2023-05-23 12:00:00,308,1001,Furniture,9,1250.36,1301.33
2023-01-13 13:00:00,309,1029,Furniture,9,1994.93,686.27
2023-01-26 06:00:00,310,1031,Clothing,4,117.74,1349.71
2023-05-13 02:00:00,311,1030,Clothing,10,1691.5,164.65
2023-01-30 03:00:00,312,1015,Electronics,3,509.19,287.71
2023-08-01 00:00:00,313,1018,Sports,9,818.04,1279.43
2024-01-24 19:00:00,314,1035,Electronics,19,776.78,1234.37
2023-01-08 22:00:00,315,1050,Electronics,16,1802.65,478.99
2023-02-10 20:00:00,316,1030,Clothing,16,1033.75,907.29
2023-05-04 23:00:00,317,1034,Clothing,17,921.99,592.57
2023-09-12 06:00:00,318,1042,Sports,18,1645.15,45.17
2023-02-19 08:00:00,319,1011,Furniture,10,145.37,68.37
2023-05-19 15:00:00,320,1027,Sports,19,218.59,109.76
2023-05-22 10:00:00,321,1024,Furniture,15,92.29,903.29
2023-12-13 15:00:00,322,1035,Groceries,15,1391.57,440.46
2023-03-17 16:00:00,323,1039,Clothing,11,1074.95,241.6
2023-09-01 22:00:00,324,1008,Groceries,8,1758.24,1413.46
2023-10-07 13:00:00,325,1018,Groceries,16,1022.14,208.34
2023-01-24 17:00:00,326,1013,Clothing,10,482.55,1020.75
2023-08-15 18:00:00,327,1045,Groceries,9,1620.04,1344.42
2023-03-20 23:00:00,328,1024,Electronics,15,623.93,270.83
2023-04-24 21:00:00,329,1023,Furniture,5,1874.6,345.65
2023-06-10 23:00:00,330,1012,Sports,2,538.33,873.51
2023-11-07 15:00:00,331,1049,Clothing,16,377.06,777.42
2023-06-17 06:00:00,332,1030,Electronics,18,1011.98,795.91
2023-03-12 06:00:00,333,1031,Sports,16,148.5,845.38
2023-05-06 09:00:00,334,1028,Sports,5,121.0,1426.36
2023-11-22 06:00:00,335,1022,Sports,1,1017.23,109.14
2023-01-07 10:00:00,336,1044,Groceries,19,469.46,1147.86
2023-02-28 17:00:00,337,1028,Groceries,10,68.24,371.78
2023-02-02 16:00:00,338,1013,Groceries,13,627.31,579.31
2023-12-04 08:00:00,339,1025,Groceries,11,980.87,161.26
2023-11-12 00:00:00,340,1044,Electronics,15,818.86,685.07
2023-11-02 23:00:00,341,1046,Groceries,2,314.17,1212.2
2023-10-28 06:00:00,342,1007,Clothing,6,1180.37,175.15
2023-08-22 04:00:00,343,1045,Sports,11,1435.15,435.14
2023-08-30 17:00:00,344,1006,Electronics,15,1367.3,578.4
2023-04-27 22:00:00,345,1024,Groceries,9,817.84,182.73
2023-01-23 09:00:00,346,1019,Sports,12,318.31,1150.61
2023-09-07 10:00:00,347,1019,Electronics,4,1024.0,1186.81
2023-03-18 17:00:00,348,1036,Sports,14,1786.34,1258.77
2023-12-30 04:00:00,349,1009,Electronics,3,964.01,888.33
2023-10-18 11:00:00,350,1048,Furniture,17,431.58,775.64
2023-08-23 09:00:00,351,1036,Electronics,13,231.45,415.95
2023-05-03 22:00:00,352,1038,Groceries,8,1890.66,993.08
2023-11-30 00:00:00,353,1040,Sports,12,1498.87,683.51
2023-07-19 04:00:00,354,1029,Sports,12,660.29,1457.04
2023-04-09 16:00:00,355,1024,Sports,12,625.94,1453.22
2023-10-05 07:00:00,356,1048,Clothing,2,1795.68,1360.65
2023-12-07 13:00:00,357,1005,Clothing,10,396.26,559.33
2023-07-07 07:00:00,358,1042,Groceries,9,1093.32,570.92
2024-01-17 19:00:00,359,1045,Furniture,1,1441.33,1283.43
2023-09-08 02:00:00,360,1026,Clothing,4,822.96,1101.83
2023-10-03 14:00:00,361,1014,Electronics,14,127.81,1065.41
2024-01-25 22:00:00,362,1039,Groceries,16,494.13,441.03
2023-09-04 15:00:00,363,1029,Furniture,18,1808.53,1255.02
2023-02-05 13:00:00,364,1006,Electronics,2,1070.08,881.75
2023-06-22 18:00:00,365,1007,Sports,6,1640.11,686.89
2023-06-07 01:00:00,366,1037,Clothing,3,1133.59,1302.17
2023-01-24 22:00:00,367,1018,Electronics,19,1890.02,609.49
2023-02-17 20:00:00,368,1023,Furniture,13,1822.81,991.27
2023-09-20 05:00:00,369,1044,Groceries,17,991.63,714.88
2023-09-27 01:00:00,370,1038,Electronics,14,670.63,901.32
2023-11-09 21:00:00,371,1001,Groceries,11,1223.25,89.6
2024-02-17 19:00:00,372,1004,Sports,16,1366.03,707.84
2023-07-19 01:00:00,373,1044,Furniture,11,1021.79,848.04
2023-06-10 14:00:00,374,1047,Furniture,18,1653.45,754.3
2023-04-14 19:00:00,375,1035,Clothing,2,407.49,1275.69
2023-05-11 04:00:00,376,1023,Furniture,8,702.1,487.35
2023-08-26 03:00:00,377,1027,Electronics,14,1388.43,1329.59
2023-05-08 03:00:00,378,1026,Electronics,2,531.03,623.09
2023-01-01 04:00:00,379,1008,Electronics,13,907.7,1050.95
2023-08-06 14:00:00,380,1043,Sports,10,1929.28,157.48
2023-08-10 11:00:00,381,1016,Furniture,8,1270.46,324.23
2023-07-22 21:00:00,382,1041,Furniture,7,1900.66,1148.91
2023-02-06 12:00:00,383,1003,Electronics,13,1458.76,48.12
2024-01-18 15:00:00,384,1032,Clothing,19,1463.1,1453.74
2023-10-20 19:00:00,385,1005,Clothing,15,1204.12,310.22
2023-06-22 14:00:00,386,1020,Furniture,2,327.31,1354.92
2023-10-18 06:00:00,387,1014,Furniture,5,1063.44,788.44
2023-10-22 23:00:00,388,1032,Groceries,19,542.7,859.93
2023-11-29 19:00:00,389,1026,Furniture,1,1997.41,153.67
2023-10-11 07:00:00,390,1047,Electronics,7,570.58,566.87
2023-07-06 01:00:00,391,1006,Sports,18,499.84,259.64
2023-01-27 11:00:00,392,1036,Furniture,1,1266.57,803.12
2023-03-12 13:00:00,393,1040,Furniture,1,1046.35,839.58
2024-02-16 10:00:00,394,1005,Electronics,7,91.64,1073.21
2023-07-18 00:00:00,395,1013,Groceries,17,302.59,1321.07
2023-12-13 07:00:00,396,1032,Furniture,6,1631.53,718.22
2023-02-04 14:00:00,397,1016,Clothing,12,993.2,373.04
2023-08-04 17:00:00,398,1001,Clothing,15,334.73,520.35
2024-02-03 09:00:00,399,1013,Clothing,13,957.22,1275.22
2024-01-08 04:00:00,400,1011,Sports,12,543.64,244.42
2023-12-13 04:00:00,401,1008,Sports,2,486.0,952.07
2023-09-05 21:00:00,402,1025,Furniture,18,1917.56,49.24
2023-04-29 06:00:00,403,1040,Furniture,4,755.95,391.13
2023-02-17 22:00:00,404,1032,Furniture,10,140.54,899.37
2023-11-12 00:00:00,405,1024,Sports,11,1942.14,700.93
2023-03-22 11:00:00,406,1028,Furniture,6,1599.94,755.52
2024-01-19 12:00:00,407,1014,Electronics,6,546.11,1001.03
2023-03-11 08:00:00,408,1045,Groceries,9,847.34,374.84
2023-02-15 01:00:00,409,1003,Clothing,13,1731.46,442.78
2023-01-22 08:00:00,410,1036,Clothing,5,746.96,1036.15
2023-11-22 05:00:00,411,1027,Electronics,6,1156.44,821.29
2023-08-07 05:00:00,412,1020,Furniture,4,1092.97,51.44
2023-01-24 07:00:00,413,1047,Sports,6,832.52,1015.38
2023-06-03 00:00:00,414,1015,Furniture,18,1297.03,941.54
